Attrition Date,Random Number,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Staff Number,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
25-Mar-21,82,33,No,Travel_Frequently,553,Research & Development,5,Master's Degree,Life Sciences,1,428,STAFF-428,4,Female,74,3,3,Manager,2,Married,11878,23364,6,Y,No,11,3,2,80,2,12,2,3,10,6,8,8
29-Jan-21,83,39,No,Travel_Rarely,117,Research & Development,10,High School,Medical,1,429,STAFF-429,3,Male,99,3,4,Manager,1,Married,17068,5355,1,Y,Yes,14,3,4,80,0,21,3,3,21,9,11,10
21-Jul-21,147,43,No,Travel_Frequently,185,Research & Development,10,Master's Degree,Life Sciences,1,430,STAFF-430,3,Female,33,3,1,Laboratory Technician,4,Single,2455,10675,0,Y,No,19,3,1,80,0,9,5,3,8,7,1,7
04-Nov-22,29,49,No,Travel_Rarely,1091,Research & Development,1,Associates Degree,Technical Degree,1,431,STAFF-431,3,Female,90,2,4,Healthcare Representative,3,Single,13964,17810,7,Y,Yes,12,3,4,80,0,25,2,3,7,1,0,7
15-Jan-22,69,52,Yes,Travel_Rarely,723,Research & Development,8,Master's Degree,Medical,1,433,STAFF-433,3,Male,85,2,2,Research Scientist,2,Married,4941,17747,2,Y,No,15,3,1,80,0,11,3,2,8,2,7,7
13-Mar-21,78,27,No,Travel_Rarely,1220,Research & Development,5,Bachelor's Degree,Life Sciences,1,434,STAFF-434,3,Female,85,3,1,Research Scientist,2,Single,2478,20938,1,Y,Yes,12,3,2,80,0,4,2,2,4,3,1,2
10-Jul-22,141,32,No,Travel_Rarely,588,Sales,8,Associates Degree,Technical Degree,1,436,STAFF-436,3,Female,65,2,2,Sales Executive,2,Married,5228,24624,1,Y,Yes,11,3,4,80,0,13,2,3,13,12,11,9
16-Dec-22,39,27,No,Travel_Rarely,1377,Sales,2,Bachelor's Degree,Life Sciences,1,437,STAFF-437,4,Male,74,3,2,Sales Executive,3,Single,4478,5242,1,Y,Yes,11,3,1,80,0,5,3,3,5,4,0,4
07-Jul-22,76,31,No,Travel_Rarely,691,Sales,7,Bachelor's Degree,Marketing,1,438,STAFF-438,4,Male,73,3,2,Sales Executive,4,Divorced,7547,7143,4,Y,No,12,3,4,80,3,13,3,3,7,7,1,7
26-May-22,27,32,No,Travel_Rarely,1018,Research & Development,2,Master's Degree,Medical,1,439,STAFF-439,1,Female,74,4,2,Research Scientist,4,Single,5055,10557,7,Y,No,16,3,3,80,0,10,0,2,7,7,0,7
05-Aug-21,27,28,Yes,Travel_Rarely,1157,Research & Development,2,Master's Degree,Medical,1,440,STAFF-440,1,Male,84,1,1,Research Scientist,4,Married,3464,24737,5,Y,Yes,13,3,4,80,0,5,4,2,3,2,2,2
17-Aug-21,209,30,No,Travel_Rarely,1275,Research & Development,28,Associates Degree,Medical,1,441,STAFF-441,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,Y,No,13,3,4,80,2,11,2,3,10,8,1,9
24-Sep-21,108,31,No,Travel_Frequently,798,Research & Development,7,Associates Degree,Life Sciences,1,442,STAFF-442,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9
10-Dec-21,66,39,No,Travel_Frequently,672,Research & Development,7,Associates Degree,Medical,1,444,STAFF-444,3,Male,54,2,5,Manager,4,Married,19272,21141,1,Y,No,15,3,1,80,1,21,2,3,21,9,13,3
16-Jan-21,34,39,Yes,Travel_Rarely,1162,Sales,3,Associates Degree,Medical,1,445,STAFF-445,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,4,Y,Yes,18,3,1,80,0,12,3,2,1,0,0,0
14-Apr-22,107,33,No,Travel_Frequently,508,Sales,10,Bachelor's Degree,Marketing,1,446,STAFF-446,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,Y,No,14,3,3,80,0,9,6,2,7,7,0,1
23-May-21,78,47,No,Travel_Rarely,1482,Research & Development,5,Doctoral Degree,Life Sciences,1,447,STAFF-447,4,Male,42,3,5,Research Director,3,Married,18300,16375,4,Y,No,11,3,2,80,1,21,2,3,3,2,1,1
11-May-22,147,43,No,Travel_Frequently,559,Research & Development,10,Master's Degree,Life Sciences,1,448,STAFF-448,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,6227,1,Y,No,11,3,2,80,1,9,3,4,9,7,0,0
06-Jul-21,19,27,No,Non-Travel,210,Sales,1,High School,Marketing,1,449,STAFF-449,3,Male,73,3,2,Sales Executive,2,Married,6349,22107,0,Y,Yes,13,3,4,80,1,6,0,3,5,4,1,4
29-Jul-22,277,54,No,Travel_Frequently,928,Research & Development,20,Master's Degree,Life Sciences,1,450,STAFF-450,4,Female,31,3,2,Research Scientist,3,Single,4869,16885,3,Y,No,12,3,4,80,0,20,4,2,4,3,0,3
01-Jan-23,104,43,No,Travel_Rarely,1001,Research & Development,7,Bachelor's Degree,Life Sciences,1,451,STAFF-451,3,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,8,Y,No,16,3,1,80,1,10,1,2,1,0,0,0
04-Jun-22,53,45,No,Travel_Rarely,549,Research & Development,8,Master's Degree,Other,1,452,STAFF-452,4,Male,75,3,2,Research Scientist,4,Married,3697,9278,9,Y,No,14,3,1,80,2,12,3,3,10,9,9,8
30-Oct-22,20,40,No,Travel_Rarely,1124,Sales,1,Associates Degree,Medical,1,453,STAFF-453,2,Male,57,1,2,Sales Executive,4,Married,7457,13273,2,Y,Yes,22,4,3,80,3,6,2,2,4,3,0,2
08-Dec-21,53,29,Yes,Travel_Rarely,318,Research & Development,8,Master's Degree,Other,1,454,STAFF-454,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,Y,Yes,11,3,4,80,0,7,4,2,7,7,0,7
09-Oct-22,58,29,No,Travel_Rarely,738,Research & Development,9,Doctoral Degree,Other,1,455,STAFF-455,2,Male,30,2,1,Laboratory Technician,4,Single,3983,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2
24-Jan-23,58,30,No,Travel_Rarely,570,Sales,5,Bachelor's Degree,Marketing,1,456,STAFF-456,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5431,1,Y,No,13,3,3,80,3,10,2,3,10,9,1,2
22-Dec-22,85,27,No,Travel_Rarely,1130,Sales,8,Master's Degree,Marketing,1,458,STAFF-458,2,Female,56,3,2,Sales Executive,2,Married,6214,3415,1,Y,No,18,3,1,80,1,8,3,3,8,7,0,7
11-Nov-21,48,37,No,Travel_Rarely,1192,Research & Development,5,Associates Degree,Medical,1,460,STAFF-460,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,23177,7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4
26-Jul-21,208,38,No,Travel_Rarely,343,Research & Development,15,Associates Degree,Life Sciences,1,461,STAFF-461,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,0,Y,Yes,14,3,2,80,1,12,3,3,11,10,2,9
07-Jun-21,62,31,No,Travel_Rarely,1232,Research & Development,7,Master's Degree,Medical,1,462,STAFF-462,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,Y,Yes,14,3,3,80,0,11,2,2,11,9,4,10
12-Oct-21,103,29,No,Travel_Rarely,144,Sales,10,High School,Marketing,1,463,STAFF-463,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Y,Yes,14,3,1,80,2,7,2,3,7,7,1,7
16-Apr-21,93,35,No,Travel_Rarely,1296,Research & Development,5,Master's Degree,Technical Degree,1,464,STAFF-464,3,Male,62,3,3,Manufacturing Director,2,Single,8095,18264,0,Y,No,13,3,4,80,0,17,5,3,16,6,0,13
27-Nov-21,351,23,No,Travel_Rarely,1309,Research & Development,26,High School,Life Sciences,1,465,STAFF-465,3,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,Y,No,12,3,3,80,2,4,2,2,4,2,0,2
16-Jan-21,55,41,No,Travel_Rarely,483,Research & Development,6,Bachelor's Degree,Medical,1,466,STAFF-466,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2
11-Apr-21,45,47,No,Travel_Frequently,1309,Sales,4,High School,Medical,1,467,STAFF-467,2,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,Y,No,19,3,1,80,0,5,3,3,0,0,0,0
25-Jun-22,312,42,No,Travel_Rarely,810,Research & Development,23,Doctoral Degree,Life Sciences,1,468,STAFF-468,1,Female,44,3,4,Research Director,4,Single,15992,15901,2,Y,No,14,3,2,80,0,16,2,3,1,0,0,0
15-Aug-22,36,29,No,Non-Travel,746,Sales,2,Bachelor's Degree,Life Sciences,1,469,STAFF-469,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2
06-Feb-21,45,42,No,Travel_Rarely,544,Human Resources,2,High School,Technical Degree,1,470,STAFF-470,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,0,Y,Yes,11,3,3,80,1,4,5,3,3,2,1,0
14-Aug-21,27,32,No,Travel_Rarely,1062,Research & Development,2,Bachelor's Degree,Medical,1,471,STAFF-471,3,Female,75,3,1,Laboratory Technician,2,Married,2370,3956,1,Y,No,13,3,3,80,1,8,4,3,8,0,0,7
22-Feb-21,216,48,No,Travel_Rarely,530,Sales,29,High School,Medical,1,473,STAFF-473,1,Female,91,3,3,Manager,3,Married,12504,23978,3,Y,No,21,4,2,80,1,15,3,1,0,0,0,0
13-Jan-23,55,37,No,Travel_Rarely,1319,Research & Development,6,Bachelor's Degree,Medical,1,474,STAFF-474,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7
18-Jul-21,205,30,No,Non-Travel,641,Sales,25,Associates Degree,Technical Degree,1,475,STAFF-475,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2
19-Apr-21,26,26,No,Travel_Rarely,933,Sales,1,Bachelor's Degree,Life Sciences,1,476,STAFF-476,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7
05-Dec-22,23,42,No,Travel_Rarely,1332,Research & Development,2,Master's Degree,Other,1,477,STAFF-477,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,Y,No,23,4,2,80,0,14,6,3,1,0,0,0
05-Dec-22,33,21,Yes,Travel_Frequently,756,Sales,1,High School,Technical Degree,1,478,STAFF-478,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Y,Yes,11,3,3,80,0,3,3,3,3,2,1,2
18-Jan-23,17,36,No,Non-Travel,845,Sales,1,Doctoral Degree,Medical,1,479,STAFF-479,4,Female,45,3,2,Sales Executive,4,Single,6653,15276,4,Y,No,15,3,2,80,0,7,6,3,1,0,0,0
20-Aug-21,38,36,No,Travel_Frequently,541,Sales,3,Master's Degree,Medical,1,481,STAFF-481,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,12
04-Jun-22,20,57,No,Travel_Rarely,593,Research & Development,1,Master's Degree,Medical,1,482,STAFF-482,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2
19-Mar-22,143,40,No,Travel_Rarely,1171,Research & Development,10,Master's Degree,Life Sciences,1,483,STAFF-483,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7
28-Jul-22,73,21,No,Non-Travel,895,Sales,9,Associates Degree,Medical,1,484,STAFF-484,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2
11-Apr-21,58,33,Yes,Travel_Rarely,350,Sales,5,Bachelor's Degree,Marketing,1,485,STAFF-485,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0
23-Jun-21,83,37,No,Travel_Rarely,921,Research & Development,10,Bachelor's Degree,Medical,1,486,STAFF-486,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3
20-Oct-21,59,46,No,Non-Travel,1144,Research & Development,7,Master's Degree,Medical,1,487,STAFF-487,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0
23-Feb-22,53,41,Yes,Travel_Frequently,143,Sales,4,Bachelor's Degree,Marketing,1,488,STAFF-488,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7
14-Apr-22,173,50,No,Travel_Rarely,1046,Research & Development,10,Bachelor's Degree,Technical Degree,1,491,STAFF-491,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,Y,No,15,3,4,80,0,20,2,3,4,3,1,3
08-May-22,211,40,Yes,Travel_Rarely,575,Sales,22,Associates Degree,Marketing,1,492,STAFF-492,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,4,1,0
28-Nov-21,130,31,No,Travel_Rarely,408,Research & Development,9,Master's Degree,Life Sciences,1,493,STAFF-493,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2
20-Aug-22,169,21,Yes,Travel_Rarely,156,Sales,12,Bachelor's Degree,Life Sciences,1,494,STAFF-494,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0
14-Jul-22,312,29,No,Travel_Rarely,1283,Research & Development,23,Bachelor's Degree,Life Sciences,1,495,STAFF-495,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2
15-Feb-21,130,35,No,Travel_Rarely,755,Research & Development,9,Master's Degree,Life Sciences,1,496,STAFF-496,3,Male,97,2,2,Healthcare Representative,2,Single,6540,19394,9,Y,No,19,3,3,80,0,10,5,3,1,1,0,0
07-Aug-21,20,27,No,Travel_Rarely,1469,Research & Development,1,Associates Degree,Medical,1,497,STAFF-497,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4
15-Nov-21,130,28,No,Travel_Rarely,304,Sales,9,Master's Degree,Life Sciences,1,498,STAFF-498,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7
18-Jul-22,48,49,No,Travel_Rarely,1261,Research & Development,7,Bachelor's Degree,Other,1,499,STAFF-499,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0
04-Dec-22,195,51,No,Travel_Rarely,1178,Sales,14,Associates Degree,Life Sciences,1,500,STAFF-500,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7
08-Oct-22,39,36,No,Travel_Rarely,329,Research & Development,2,Bachelor's Degree,Life Sciences,1,501,STAFF-501,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2
12-Dec-21,181,34,Yes,Non-Travel,1362,Sales,19,Bachelor's Degree,Marketing,1,502,STAFF-502,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4
14-Jan-23,39,55,No,Travel_Rarely,1311,Research & Development,2,Bachelor's Degree,Life Sciences,1,505,STAFF-505,3,Female,97,3,4,Manager,4,Single,16659,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2
01-Aug-22,103,24,No,Travel_Rarely,1371,Sales,10,Master's Degree,Marketing,1,507,STAFF-507,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3
24-Aug-22,45,30,No,Travel_Rarely,202,Sales,2,High School,Technical Degree,1,508,STAFF-508,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0
02-Jan-23,65,26,Yes,Travel_Frequently,575,Research & Development,3,High School,Technical Degree,1,510,STAFF-510,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4
18-Apr-22,90,22,No,Travel_Rarely,253,Research & Development,11,Bachelor's Degree,Medical,1,511,STAFF-511,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2
19-Apr-21,27,36,No,Travel_Rarely,164,Sales,2,Associates Degree,Medical,1,513,STAFF-513,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0
02-Jan-22,81,30,Yes,Travel_Frequently,464,Research & Development,4,Bachelor's Degree,Technical Degree,1,514,STAFF-514,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0
11-Nov-22,195,37,No,Travel_Rarely,1107,Research & Development,14,Bachelor's Degree,Life Sciences,1,515,STAFF-515,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17
09-Nov-21,31,40,No,Travel_Rarely,759,Sales,2,Associates Degree,Marketing,1,516,STAFF-516,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3
24-Aug-22,26,42,No,Travel_Rarely,201,Research & Development,1,Master's Degree,Life Sciences,1,517,STAFF-517,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2
23-Apr-21,143,37,No,Travel_Rarely,1305,Research & Development,10,Master's Degree,Life Sciences,1,518,STAFF-518,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1
26-Feb-21,169,43,No,Travel_Rarely,982,Research & Development,12,Bachelor's Degree,Life Sciences,1,520,STAFF-520,1,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9
29-Mar-21,27,40,No,Travel_Rarely,555,Research & Development,2,Bachelor's Degree,Medical,1,521,STAFF-521,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,6,Y,No,22,4,2,80,1,20,3,3,1,0,0,0
17-Nov-22,48,54,No,Travel_Rarely,821,Research & Development,5,Associates Degree,Medical,1,522,STAFF-522,1,Male,86,3,5,Research Director,1,Married,19406,8509,4,Y,No,11,3,3,80,1,24,4,2,4,2,1,2
11-Apr-21,46,34,No,Non-Travel,1381,Sales,4,Master's Degree,Marketing,1,523,STAFF-523,3,Female,72,3,2,Sales Executive,3,Married,6538,12740,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2
11-Apr-21,62,31,No,Travel_Rarely,480,Research & Development,7,Associates Degree,Medical,1,524,STAFF-524,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12
30-Jul-21,164,43,No,Travel_Frequently,313,Research & Development,21,Bachelor's Degree,Medical,1,525,STAFF-525,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2
18-Nov-22,53,43,No,Travel_Rarely,1473,Research & Development,8,Master's Degree,Other,1,526,STAFF-526,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2
05-Jun-21,65,25,No,Travel_Rarely,891,Sales,4,Associates Degree,Life Sciences,1,527,STAFF-527,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3
18-Nov-22,185,37,No,Non-Travel,1063,Research & Development,25,Doctoral Degree,Medical,1,529,STAFF-529,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7
25-Apr-22,26,31,No,Travel_Rarely,329,Research & Development,1,Associates Degree,Life Sciences,1,530,STAFF-530,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2
28-Jan-21,30,39,No,Travel_Frequently,1218,Research & Development,1,High School,Life Sciences,1,531,STAFF-531,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6
09-Aug-22,95,56,No,Travel_Frequently,906,Sales,6,Bachelor's Degree,Life Sciences,1,532,STAFF-532,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7
30-May-21,205,30,No,Travel_Rarely,1082,Sales,12,Bachelor's Degree,Technical Degree,1,533,STAFF-533,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4
21-May-21,22,41,No,Travel_Rarely,645,Sales,1,Bachelor's Degree,Marketing,1,534,STAFF-534,2,Male,49,4,3,Sales Executive,1,Married,8392,19566,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7
13-Apr-22,132,28,No,Travel_Rarely,1300,Research & Development,17,Associates Degree,Medical,1,536,STAFF-536,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8
18-Dec-22,34,25,Yes,Travel_Rarely,688,Research & Development,3,Bachelor's Degree,Medical,1,538,STAFF-538,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2
04-Feb-22,34,52,No,Travel_Rarely,319,Research & Development,3,Bachelor's Degree,Medical,1,543,STAFF-543,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4
16-Feb-22,143,45,No,Travel_Rarely,192,Research & Development,10,Associates Degree,Life Sciences,1,544,STAFF-544,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2
10-May-22,65,52,No,Travel_Rarely,1490,Research & Development,4,Associates Degree,Life Sciences,1,546,STAFF-546,4,Female,30,3,4,Manager,4,Married,16555,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4
03-Dec-22,197,42,No,Travel_Frequently,532,Research & Development,29,Associates Degree,Life Sciences,1,547,STAFF-547,1,Female,92,3,2,Research Scientist,3,Divorced,4556,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2
09-Aug-21,39,30,No,Travel_Rarely,317,Research & Development,2,Bachelor's Degree,Life Sciences,1,548,STAFF-548,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2
28-Dec-21,104,60,No,Travel_Rarely,422,Research & Development,7,Bachelor's Degree,Life Sciences,1,549,STAFF-549,1,Female,41,3,5,Manager,1,Married,19566,3854,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10
04-Aug-22,139,46,No,Travel_Rarely,1485,Research & Development,18,Bachelor's Degree,Medical,1,550,STAFF-550,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8
09-Apr-21,232.5,42,No,Travel_Frequently,1368,Research & Development,28,Master's Degree,Technical Degree,1,551,STAFF-551,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4
29-Jun-21,29,24,Yes,Travel_Rarely,1448,Sales,1,High School,Technical Degree,1,554,STAFF-554,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4
09-Aug-21,71,34,Yes,Travel_Frequently,296,Sales,6,Associates Degree,Marketing,1,555,STAFF-555,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0
19-Aug-21,43,38,No,Travel_Frequently,1490,Research & Development,2,Associates Degree,Life Sciences,1,556,STAFF-556,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0
17-Aug-21,39,40,No,Travel_Rarely,1398,Sales,2,Master's Degree,Life Sciences,1,558,STAFF-558,3,Female,79,3,5,Manager,3,Married,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12
01-Sep-22,312,26,No,Travel_Rarely,1349,Research & Development,23,Bachelor's Degree,Life Sciences,1,560,STAFF-560,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2
29-Jan-22,49,30,No,Non-Travel,1400,Research & Development,3,Bachelor's Degree,Life Sciences,1,562,STAFF-562,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4
08-Aug-22,34,29,No,Travel_Rarely,986,Research & Development,3,Master's Degree,Medical,1,564,STAFF-564,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7
16-Aug-22,206.5,29,Yes,Travel_Rarely,408,Research & Development,25,Doctoral Degree,Technical Degree,1,565,STAFF-565,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1
26-Jan-23,45,19,Yes,Travel_Rarely,489,Human Resources,2,Associates Degree,Technical Degree,1,566,STAFF-566,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0
26-Aug-21,120,30,No,Non-Travel,1398,Sales,22,Master's Degree,Other,1,567,STAFF-567,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8
03-Oct-21,274,57,No,Travel_Rarely,210,Sales,29,Bachelor's Degree,Marketing,1,568,STAFF-568,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0
14-Dec-21,195,50,No,Travel_Rarely,1099,Research & Development,29,Master's Degree,Life Sciences,1,569,STAFF-569,2,Male,88,2,4,Manager,3,Married,17046,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7
27-Dec-21,24,30,No,Non-Travel,1116,Research & Development,2,Bachelor's Degree,Medical,1,571,STAFF-571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7
31-Jan-22,269,60,No,Travel_Frequently,1499,Sales,28,Bachelor's Degree,Marketing,1,573,STAFF-573,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11
